专业代号及名称,院校代号及名称,投档计划数,投档最低位次
38制药工程,A354嘉兴学院,5,149098
45化工与制药类,A232齐齐哈尔大学,2,149140
0U药学,A443济宁医学院,62,149316
1E制药工程,A447聊城大学,30,149451
11制药工程(与合肥工业大学联合培养),B407北方民族大学,2,149515
0B制药工程(地方专项计划),A447聊城大学,5,149994
15海洋药学,B810海南医学院,3,150069
1A化工与制药类(地方专项计划),A439山东第一医科大学,30,150135
2W药物制剂,B318江西科技师范大学,3,150713
3P动物药学,A435青岛农业大学,60,151129
07药物制剂,D706吉林医药学院,2,151171
18中药学,A440滨州医学院,72,151317
D5中草药栽培与鉴定,A162辽宁中医药大学,4,151960
07制药工程,A367蚌埠医学院,5,152840
1E生物制药,A879安徽科技学院,2,152921
0A中药资源与开发,E432河北中医学院,2,153306
0B中药制药,E432河北中医学院,3,153347
2Q生物制药(地方专项计划),A447聊城大学,10,156020
37化工与制药类,B551重庆科技学院,5,156039
17生物制药,A440滨州医学院,62,156457
1C生物制药,A438潍坊医学院,114,156887
18药物制剂,A192吉林化工学院,2,156965
0V药物制剂,A412江西中医药大学,5,157831
1M生物制药,A447聊城大学,138,158119
62中药资源与开发,A113山西农业大学,3,158142
20生物制药,D706吉林医药学院,2,158452
10化工与制药类,B407北方民族大学,4,159001
21中药学,A760新疆医科大学,13,159580
1W中草药栽培与鉴定(地方专项计划),A441山东中医药大学,10,159610
H4药学,D560新疆第二医学院,4,160535
30中药学,B653南阳理工学院,4,161041
08药学,D284温州医科大学仁济学院,2,161465
21制药工程,E276齐鲁师范学院,40,163549
22制药工程(菏泽校区),Y005齐鲁工业大学,132,163907
A2药物制剂,A136内蒙古民族大学,2,165449
C2制药工程,A129内蒙古农业大学,4,166054
07制药工程,A443济宁医学院,40,166283
17生物制药,A443济宁医学院,41,166865
0A药学,A222佳木斯大学,25,167574
28生物医药数据科学,A760新疆医科大学,3,167731
1E生物制药,B607北部湾大学,1,168165
02制药工程,A229牡丹江医学院,2,168641
FA药学,A758新疆农业大学,5,169488
D6中药资源与开发,A162辽宁中医药大学,4,170701
14动物药学,A129内蒙古农业大学,3,170927
15制药工程,A483商丘师范学院,2,170998
0U农药化肥,A193吉林农业大学,6,171171
20制药工程,B430辽宁科技学院,2,171196
10生物农药科学与工程,A113山西农业大学,3,171823
14药物制剂,A443济宁医学院,71,171908
0X制药工程,B067潍坊学院,25,173813
1N生物制药,A449滨州学院,33,175173
1H药物制剂,A748青海民族大学,2,175658
1E制药工程(校企合作，与鲁南制药集团股份有限公司合作),A452临沂大学,100,176731
LC化工与制药类,A127内蒙古科技大学,27,177058
09生物制药,A478周口师范学院,4,177191
0C生物制药,A448德州学院,40,177211
25制药工程,A448德州学院,15,177969
4E中药学类,B439吉林农业科技学院,4,178210
1F药学(校企合作，与泰智育仁北京医药科技发展有限公司合作),A443济宁医学院,40,178421
37化工与制药类,A399泉州师范学院,4,178646
0K生物制药,A454济宁学院,45,180101
25生物制药,B439吉林农业科技学院,2,181352
09制药工程,A479安阳师范学院,3,182031
26制药工程,A481南阳师范学院,8,184458
03生物制药(中外合作办学),A199长春中医药大学,7,185583
07中药学,D899北京中医药大学东方学院,4,186002
1F化工与制药类,A453泰山学院,96,187418
48制药工程,A721宝鸡文理学院,3,188079
17生物制药,A757塔里木大学,5,188741
1B生物制药,B305蚌埠学院,5,188847
14制药工程,A904枣庄学院,63,189314
24制药工程,A455菏泽学院,60,189926
31药物制剂,A202通化师范学院,4,190294
49生物制药,A381淮南师范学院,3,190311
0U制药工程,B071新乡学院,4,190549
09生物制药,A904枣庄学院,40,191896
23制药工程,B397安康学院,2,191985
33化工与制药类,A644四川文理学院,4,192634
21生物制药(中外合作办学),D706吉林医药学院,3,193298
04化工与制药类,E101太原工业学院,15,195432
30药物化学,A122长治学院,1,195984
09制药工程,B326信阳农林学院,5,196219
0T制药工程,A812吕梁学院,5,196268
25药事管理,C689东南大学成贤学院,2,197237
06药学,D980南京医科大学康达学院,3,197343
24制药工程,A918黄淮学院,40,197818
0R制药工程,A236绥化学院,4,197856
09制药工程,C362武汉生物工程学院,2,198266
1V药学(校企合作，与山东睿鹰制药集团公司合作),A455菏泽学院,50,198639
11药学,C362武汉生物工程学院,2,198838
0F中药资源与开发,E439山东农业工程学院,70,200988
08中药制药,D899北京中医药大学东方学院,4,201737
23制药工程(生物医药方向),D239武汉工程大学邮电与信息工程学院,2,203196
10生物制药,A738陇东学院,4,203288
09化工与制药类,D386山东石油化工学院,181,203696
0P制药工程,C599湘潭大学兴湘学院,2,204220
04中药学,A825齐鲁医药学院,15,206903
14化工与制药类,C689东南大学成贤学院,2,208953
0P药学,A825齐鲁医药学院,50,209293
22制药工程,D843南京师范大学泰州学院,9,213250
0J制药工程,C544宁夏理工学院,3,213603
0C制药工程,D249湖北医药学院药护学院,5,214477
12制药工程,C709厦门华厦学院,2,215345
0T生物制药,A825齐鲁医药学院,40,216115
06药物制剂,A825齐鲁医药学院,35,216492
05农药化肥,A757塔里木大学,5,217591
33制药工程,E038天津仁爱学院,1,218209
16制药工程,D601长春工业大学人文信息学院,2,219566
0X中药资源与开发,A412江西中医药大学,5,221511
25中药学,D998齐鲁理工学院,32,228730
0V中药学,D324山东协和学院,40,228749
0Q药学,D359烟台理工学院,43,229527
01药学,D322山东现代学院,70,235167
12生物制药,D998齐鲁理工学院,50,236464
03中药学,D322山东现代学院,60,236769
0R中药制药,D322山东现代学院,50,238836
40中药学,C619广州南方学院,4,257437
