专业代号及名称,院校代号及名称,投档计划数,投档最低位次
4W工商管理,A341浙江农林大学,1,43064
27信息管理与信息系统(金融智能),A421江西财经大学,4,43217
0F工商管理类,A749宁夏大学,4,43317
4C工程管理,A749宁夏大学,3,43406
46财务管理(中外合作办学)(与英国萨里大学合作办学),A173东北财经大学,13,43843
0S财务管理,B417北京联合大学,2,43877
28行政管理,A560汕头大学,2,44095
34行政管理,B065青岛大学,13,44134
13野生动物与自然保护区管理,A225东北林业大学,4,44145
0C行政管理,B047上海立信会计金融学院,2,44170
34公共管理类,A216燕山大学,4,44244
4E工程管理,A126内蒙古大学,5,44478
1K行政管理,A320江苏师范大学,3,44489
17物流管理,A299江苏大学,3,44735
0K农林经济管理,A749宁夏大学,2,44792
36财务管理,A057天津科技大学,3,44856
23管理科学与工程类,A173东北财经大学,3,44939
0K管理科学,A327南京财经大学,3,45161
37工商管理类,A445山东师范大学,30,45273
E4供应链管理,A592广东财经大学,1,45377
47工商管理类,B846广东外语外贸大学,8,45411
38行政管理,B078广州大学,4,45441
2B公共管理类,A445山东师范大学,25,45467
21健康服务与管理,A572广州中医药大学,2,45551
4J物流管理,A126内蒙古大学,6,45807
12公共事业管理,A631重庆医科大学,1,45866
35物流管理,A749宁夏大学,3,46151
05工商管理类,A277上海体育学院,2,46466
16工商管理,A636四川师范大学,2,46665
12大数据管理与应用,B799重庆工商大学,1,46743
89物流管理,A616成都理工大学,4,46772
33大数据管理与应用,A703西安建筑科技大学,3,47257
63工商管理类,A743青海大学,6,47284
44工商管理类,A385华侨大学,5,47306
30财务管理,A037北京物资学院,1,47446
4T行政管理(中外合作办学),A589海南大学,5,47661
3D工商管理,B065青岛大学,38,48147
7D旅游管理类,A270上海师范大学,10,48167
53国民经济管理(数字化治理和投资管理),A421江西财经大学,2,48214
38大数据管理与应用,A259上海应用技术大学,3,48410
32工程管理,A615西南石油大学,4,48472
0J信息管理与信息系统,B047上海立信会计金融学院,2,48587
2X信息管理与信息系统,B065青岛大学,23,48686
42旅游管理,A184延边大学,8,48745
74行政管理,A212黑龙江大学,3,48885
03管理科学与工程类,B482浙江财经大学,2,49175
1Y财务管理,A456山东财经大学,100,49265
00工商管理类,A394福建师范大学,4,49520
D3行政管理,H414中国石油大学(北京)克拉玛依校区,5,49553
36工商管理类,A500湖北工业大学,5,49588
0K信息管理与信息系统(地方专项计划),A445山东师范大学,6,49602
26财务管理,E655深圳技术大学,2,49646
23大数据管理与应用,A068天津外国语大学,2,49656
41工商管理类,B845广东工业大学,4,49722
28财务管理,A125山西财经大学,2,49731
2W物流管理,A070天津财经大学,6,49863
21公共事业管理(卫生事业管理方向),A346杭州师范大学,6,49902
04信息管理与信息系统,A743青海大学,9,49907
29工商管理类,A618重庆交通大学,3,50024
24艺术管理,A270上海师范大学,10,50187
07工商管理类(财会),B799重庆工商大学,6,50259
57工商管理类,A755新疆大学,7,50301
84工程管理,A270上海师范大学,8,50341
37文化产业管理,B647浙江传媒学院,4,50437
0U信息管理与信息系统(地方专项计划),B065青岛大学,5,50462
5W工程管理,A755新疆大学,3,50618
17信息管理与信息系统(中外合作办学),B287南京审计大学,2,51161
24工商管理,A125山西财经大学,2,51333
46行政管理(数字政府治理、社会福利、公共危机管理方向),A385华侨大学,4,51344
35工商管理类(中外合作办学),F302西交利物浦大学,19,51357
12行政管理,A304南通大学,2,51420
0R工商管理类(航空运输管理),A059中国民航大学,10,51508
44信息管理与信息系统(中外合作办学),A058天津工业大学,12,51544
69物流管理,A755新疆大学,2,51723
0C工商管理类(地方专项计划),A445山东师范大学,10,51798
19财务管理,A636四川师范大学,2,51860
4H信息管理与信息系统(中外合作办学),A264上海海洋大学,15,51879
64物流管理,A065天津师范大学,3,52000
0T会展经济与管理(中外合作办学)(中英合作),A252上海理工大学,3,52085
0T物流管理,A059中国民航大学,4,52238
38公共事业管理,A057天津科技大学,5,52400
1X旅游管理类,A475河南大学,5,52797
13财务管理,A484河南财经政法大学,2,52828
46工程管理,A536长沙理工大学,2,52835
02财务管理(中外合作办学),F301宁波诺丁汉大学,13,52850
19大数据管理与应用,A037北京物资学院,1,52991
16工程管理,A703西安建筑科技大学,2,53043
40会展经济与管理,B647浙江传媒学院,2,53318
05工商管理类,B799重庆工商大学,5,53342
06旅游管理,A108山西大学,3,53354
73人力资源管理,A212黑龙江大学,2,53568
11工商管理类,A524中南民族大学,4,53740
47工程管理,A700西安理工大学,4,54017
03工商管理类,A069天津商业大学,4,54194
27管理科学与工程类,A618重庆交通大学,3,54266
8E旅游管理,A755新疆大学,4,54508
51艺术管理,A331南京艺术学院,1,54840
29土地资源管理(评估与规划),A421江西财经大学,3,54867
45工商管理(中外合作办学)(与英国萨里大学合作办学),A173东北财经大学,12,54976
4V会展经济与管理(中外合作办学),A589海南大学,9,55003
17工商管理,A703西安建筑科技大学,3,55080
53城市管理,A341浙江农林大学,1,55231
58信息管理与信息系统,A188东北电力大学,3,55245
1T大数据管理与应用,A424山东科技大学,54,55253
1W人力资源管理,B417北京联合大学,2,55466
34健康服务与管理,A344浙江中医药大学,2,55599
22应急管理,A530湘潭大学,3,55632
44信息管理与信息系统,A674昆明理工大学,3,55912
1B公共事业管理,A636四川师范大学,2,55966
09财务管理,A378安徽财经大学,2,56033
36行政管理(地方专项计划),B065青岛大学,10,56042
1U公共管理类(地方专项计划),A445山东师范大学,12,56111
0N公共事业管理,A226哈尔滨医科大学,2,56125
12财务管理,A370安徽师范大学,2,56175
1J工商管理类,A759石河子大学,6,56200
22健康服务与管理,A346杭州师范大学,4,56214
0V人力资源管理,A404华东交通大学,2,56239
14旅游管理(邮轮经济),A856上海工程技术大学,2,56341
39物流管理,B065青岛大学,15,56670
36工商管理类,A259上海应用技术大学,3,56711
0M交通管理(飞行运行管理),A059中国民航大学,15,57010
34旅游管理,A390集美大学,2,57093
48大数据管理与应用,A650四川外国语大学,2,57158
33行政管理,A125山西财经大学,1,57168
18工程管理(中外合作办学),B287南京审计大学,2,57347
31财务管理,B660重庆理工大学,2,57410
24物流管理,A304南通大学,2,57454
5D工商管理类,B660重庆理工大学,5,57594
32物流管理,A057天津科技大学,4,57599
28物流管理,A618重庆交通大学,3,57744
06物流管理,A037北京物资学院,1,57919
76工商管理,A081华北理工大学,3,57922
53财务管理,B276南京工程学院,2,58146
0V工商管理(英国高等教育文凭项目),A749宁夏大学,5,58489
35城市管理,A703西安建筑科技大学,2,58549
09物流管理(智慧供应链),A421江西财经大学,4,58594
13人力资源管理,A370安徽师范大学,2,58673
2G工商管理,A424山东科技大学,28,59062
1B旅游管理,B065青岛大学,21,59318
0Z信息管理与信息系统(商务智能决策方向),A490武汉工程大学,2,59332
69信息管理与信息系统,A212黑龙江大学,2,59538
49工商管理类(中美121双学位班、可接轨ACCA国际注会),A385华侨大学,4,59586
07行政管理,A370安徽师范大学,2,59816
WA公共管理类,A703西安建筑科技大学,4,59945
04公共管理类,A094河北师范大学,4,60005
1E土地资源管理,A759石河子大学,3,60107
18信息管理与信息系统,A214哈尔滨理工大学,2,60231
0H交通工程(机场管理与工程),A624中国民用航空飞行学院,2,60473
96公共事业管理,A534湖南科技大学,2,60613
AU酒店管理,A755新疆大学,4,60881
1M农林经济管理,A759石河子大学,7,61529
1Z财务管理,A426青岛科技大学,45,61676
B5药事管理,A163沈阳药科大学,7,61742
12公共管理类,A524中南民族大学,4,62236
18人力资源管理,B560西安财经大学,2,62681
03物流管理,A390集美大学,3,62892
L3信息管理与信息系统,A186长春理工大学,1,63198
62旅游管理类,A353浙江工商大学,4,63220
58大数据管理与应用,B276南京工程学院,2,63248
H3信息管理与信息系统,A292常州大学,2,63260
20工商管理类,A496武汉轻工大学,3,63421
80工商管理类(会计学院),A240哈尔滨商业大学,9,63678
04行政管理,A424山东科技大学,28,63829
17国民经济管理,A378安徽财经大学,2,63933
5P公共管理类,B660重庆理工大学,4,64303
33工商管理类,A702西安工业大学,4,64557
1M工商管理类(地方专项计划),A456山东财经大学,20,64666
23信息管理与信息系统,A541湖南中医药大学,1,64678
D3公共事业管理,A752宁夏医科大学,1,64907
49工程管理,A743青海大学,6,64942
08工商管理类,A456山东财经大学,240,65231
31财务管理,A554湖南工商大学,3,65268
14人力资源管理,A708陕西科技大学,3,65453
0V交通管理(机场运行管理),A624中国民用航空飞行学院,3,65492
09采购管理,A037北京物资学院,1,65530
81人力资源管理,A534湖南科技大学,2,65570
13公共管理类,A456山东财经大学,70,65704
1X旅游管理,B417北京联合大学,1,66181
0N工程管理,A153沈阳建筑大学,1,66270
46工商管理(中外合作办学),B799重庆工商大学,1,66297
18工商管理类,A656西南民族大学,3,66520
10旅游管理,A743青海大学,10,66565
49财务管理,A689云南财经大学,4,66758
32人力资源管理,A125山西财经大学,3,66871
25财务管理,A513湖北师范大学,2,66928
09物流管理,B799重庆工商大学,3,66936
L1工商管理类,B258大连大学,3,67051
12工商管理类,A705西安石油大学,3,67210
60文化产业管理(茶文化),A341浙江农林大学,2,67527
37工商管理类,A619西南科技大学,3,67637
14药事管理,A507湖北中医药大学,1,68318
0X财务管理,A429青岛理工大学,39,68353
36工商管理,A144沈阳理工大学,3,68715
0G管理科学与工程类,A456山东财经大学,80,68884
23应急管理,A759石河子大学,4,69161
01工商管理类(中外合作办学),F401北京师范大学-香港浸会大学联合国际学院,10,69210
47旅游管理类,A385华侨大学,6,69291
21人力资源管理,A214哈尔滨理工大学,3,69379
06旅游管理类,B799重庆工商大学,1,69481
0D工商管理,A426青岛科技大学,44,69515
1C旅游管理,A636四川师范大学,2,69528
