专业代号及名称,院校代号及名称,投档计划数,投档最低位次
86数学与应用数学,A212黑龙江大学,6,91176
0Y数学与应用数学(师范类),A433山东理工大学,130,94609
39数学与应用数学(师范类),A694西藏大学,5,95844
0B数学与应用数学,A433山东理工大学,34,96455
17数学与应用数学(师范类),A205长春师范大学,5,99591
70数学与应用数学(师范类),A418赣南师范大学,2,100712
H1数学与应用数学(师范类),A201北华大学,8,101666
55数学与应用数学(师范),B318江西科技师范大学,2,101989
18数学与应用数学(师范类),A402闽南师范大学,2,103418
77数学与应用数学,A462郑州轻工业大学,2,107551
FA数学与应用数学(师范类),A719延安大学,2,108028
10数学与应用数学(师范类),A447聊城大学,147,108055
13数学与应用数学(师范类),C034湖南第一师范学院,2,109382
0H数学与应用数学,B066烟台大学,135,109807
0G数学与应用数学,B726长春大学,1,111708
15数学与应用数学(师范类),A452临沂大学,85,115143
44数学与应用数学(师范类),A746青海师范大学,3,115329
09金融数学(济南走读),Y016济南大学,15,115380
7A数学与应用数学(师范类),A531吉首大学,2,117283
F1数学与应用数学(师范类),A333常熟理工学院,2,118385
14数学与应用数学(师范类),A608广西民族大学,2,121487
21数学与应用数学(师范类),A603南宁师范大学,3,122914
0J数学与应用数学(师范类),A588广东技术师范大学,6,123298
0N数学类,A372安庆师范大学,5,123479
1L数学类,A434山东农业大学,75,124943
01数学与应用数学(中外合作办学),F410广东以色列理工学院,3,125183
1T数学与应用数学(师范类),E276齐鲁师范学院,104,127847
62数学与应用数学,A240哈尔滨商业大学,4,129253
13数学与应用数学(师范类),A622四川轻化工大学,2,130323
45数学与应用数学,A691云南民族大学,3,130750
0U数学与应用数学(师范类),B067潍坊学院,47,131421
51数学与应用数学(师范类),A096保定学院,1,132836
13数学与应用数学(师范类),A482洛阳师范学院,6,133280
29数学类,B407北方民族大学,2,134539
0L数学与应用数学(师范类),A119太原师范学院,10,135441
36数学与应用数学(师范类),A120山西大同大学,10,135514
28数学与应用数学,A219黑龙江科技大学,3,135778
17数学与应用数学(师范类),E437南昌师范学院,2,135947
19数学与应用数学,A679大理大学,2,136368
41数学与应用数学,A148辽宁石油化工大学,3,137703
15数学与应用数学(师范类),E388重庆第二师范学院,4,137834
37数学与应用数学(师范类),A419井冈山大学,4,137914
32金融数学,B407北方民族大学,1,138042
21数学与应用数学(师范类),A100廊坊师范学院,4,141310
80数学与应用数学(师范类),A136内蒙古民族大学,2,142223
07数学与应用数学(师范类),A483商丘师范学院,3,142240
20数学类,A232齐齐哈尔大学,2,144295
28数学与应用数学(师范类),A643重庆三峡学院,2,146128
20数学与应用数学(师范类),C048南京特殊教育师范学院,4,147988
35数学与应用数学(师范类),A798河北科技师范学院,5,148659
1P数学与应用数学(师范类),A453泰山学院,73,148786
82数学与应用数学(师范类),A762新疆师范大学,8,148898
12数学与应用数学(师范类),A545湘南学院,3,151872
08数学与应用数学(师范类),A399泉州师范学院,3,153652
04数学与应用数学(师范类),A449滨州学院,65,154423
1N数学与应用数学(师范类),B393昆明学院,2,155913
20数学与应用数学(师范类),A479安阳师范学院,4,156560
0K数学与应用数学(师范类),B607北部湾大学,2,157355
21数学与应用数学(师范类),A105沧州师范学院,2,158022
13数学与应用数学,A485郑州航空工业管理学院,2,158290
27数学与应用数学(师范类),A448德州学院,105,160929
20数学与应用数学(师范类),A381淮南师范学院,2,162680
03数学与应用数学,B688山东工商学院,35,163260
19数学与应用数学(师范类),A639绵阳师范学院,2,164116
0Y数学与应用数学(师范类),A222佳木斯大学,20,164812
0G数学与应用数学(师范类),A646阿坝师范学院,1,164847
20数学与应用数学(师范类),A101衡水学院,2,164858
05金融数学,A483商丘师范学院,1,164965
1D数学与应用数学(师范类),A904枣庄学院,40,166254
31数学与应用数学(师范类),G127内蒙古科技大学包头师范学院,1,167043
27数学与应用数学(师范类),A102石家庄学院,5,167054
S1数学与应用数学(师范类),A416上饶师范学院,2,167233
42数学与应用数学(师范类),A723渭南师范学院,6,167462
0U数学与应用数学(师范类),A454济宁学院,71,168580
40数学与应用数学(师范类),A478周口师范学院,2,170053
1P数学与应用数学(师范类),A234哈尔滨学院,3,170205
0X数学与应用数学(师范类),A455菏泽学院,76,170583
42数学与应用数学,A233牡丹江师范学院,3,170769
G1数学与应用数学(师范类),A480许昌学院,8,172615
13数学与应用数学(师范类),D811琼台师范学院,2,174367
2H数学与应用数学(师范类),A467河南科技学院,7,175000
10数学与应用数学(师范类),A640内江师范学院,2,175022
24数学与应用数学(师范类),A099唐山师范学院,10,175180
19数学与应用数学(师范类),A124忻州师范学院,3,175663
0F数学与应用数学(师范类),A104邢台学院,5,176472
07金融数学,A766新疆财经大学,8,176638
19数学与应用数学(师范类),A122长治学院,2,176855
16数学与应用数学(师范类),A202通化师范学院,2,176878
1M数学与应用数学(师范类),B508新余学院,2,178301
37数学与应用数学(师范类),A553湖南人文科技学院,3,178943
30数学与应用数学(师范类),A918黄淮学院,15,180407
21小学教育(师范类，数学),A819呼伦贝尔学院,4,181244
0B数学与应用数学(师范类),A398宁德师范学院,5,181891
25数学与应用数学(师范类),B488衢州学院,10,183312
41数学与应用数学(师范类),B656广东石油化工学院,3,183342
0H数学与应用数学(师范类),A235大庆师范学院,8,183500
11数学与应用数学(师范类),A206白城师范学院,7,183685
13数学与应用数学(师范类),B546广西科技师范学院,2,183880
29数学与应用数学(师范类),A121晋中学院,8,184011
04数学与应用数学(师范类),B395榆林学院,3,184178
09数学与应用数学(师范类),A812吕梁学院,5,184870
0V数学与应用数学(师范类),B390玉溪师范学院,2,185874
20数学与应用数学(师范类),A644四川文理学院,4,185991
12数学与应用数学,B843九江学院,4,186104
3C数学与应用数学(师范类),A739天水师范学院,4,186398
26数学与应用数学(师范类),A138赤峰学院,2,186516
40数学与应用数学(师范类),A753宁夏师范学院,3,186893
01数学与应用数学(师范类),A737兰州城市学院,3,187133
50数学与应用数学(师范类),B100海南热带海洋学院,2,188284
05数学与应用数学(师范类),B562兰州文理学院,5,189491
09数学与应用数学(师范类),B561甘肃民族师范学院,2,189767
51数学与应用数学(师范类),A757塔里木大学,5,191389
0D数学与应用数学(师范类),A236绥化学院,6,192998
1A金融数学,A904枣庄学院,30,193473
39数学与应用数学(师范类),D744黑河学院,4,193804
33数学与应用数学(经济数学方向),B653南阳理工学院,4,193990
27数学与应用数学(师范类),D411河北师范大学汇华学院,3,195481
0B数学类,B071新乡学院,6,195508
1Q数学与应用数学(师范类),A670黔南民族师范学院,1,195978
07数学与应用数学(师范类),B427集宁师范学院,5,197586
HV数学与应用数学(师范类),B709呼和浩特民族学院,1,197903
4Y数学与应用数学(师范类),A204吉林工程技术师范学院,15,197910
K1数学与应用数学(师范类),A764伊犁师范大学,17,198418
28数学与应用数学(师范类),A819呼伦贝尔学院,4,199247
0H数学与应用数学(师范类),A664遵义师范学院,3,200297
1N数学与应用数学(师范类),A763喀什大学,16,203434
48金融数学,A763喀什大学,8,206694
K1数学与应用数学,A687红河学院,2,211463
0B数学与应用数学(校企合作，与中软创新研究院合作),A904枣庄学院,40,215223
08数学与应用数学(师范类),D439赣南师范大学科技学院,5,215673
AB数学与应用数学(师范类),A997昌吉学院,30,215986
5Z数学与应用数学(中外合作办学),A642重庆文理学院,8,221484
4D数学与应用数学(师范类),D440南昌应用技术师范学院,1,222319
01金融数学,A997昌吉学院,20,222697
0F数学与应用数学,E001聊城大学东昌学院,16,222870
27数学与应用数学(师范类),D641桂林学院,3,230113
05金融数学(国际班),D675北京理工大学珠海学院,5,230233
70数学与应用数学(中外合作办学),A101衡水学院,2,230357
49数学与应用数学(教师教育),D421南昌工学院,2,231319
1J数学与应用数学,D326云南大学滇池学院,2,237262
23数学与应用数学,C560云南经济管理学院,2,241002
04数学与应用数学,D245荆州学院,3,244595
