院校名称,专业,2020投档计划数,2020最低分,2020投档最低位次,2021投档计划数,2021最低分,2021投档最低位次,2022投档计划数,2022最低分,2022投档最低位次,特点,一流大学与一流学科,院校性质,平均最低投档线
华北科技学院,通信工程,10,503,163369,12,496,158130,6,499,152782,none,none,公办,158094
山东交通学院,轨道交通信号与控制,45,508,154357,44,496,157787,45,494,162451,none,none,公办,158198
山东科技大学,通信工程(中外合作办学)(就读地点济南，只提供英语教学、其他语种慎,none,none,none,80,497,157366,80,492,167670,省重点,none,公办,162518
淮阴工学院,通信工程(嵌入式培养),2,503,162963,none,none,none,none,none,none,none,none,公办,162963
沈阳工业大学,通信工程(中外合作办学),none,none,none,none,none,none,8,494,164125,省重点,none,公办,164125
河南工程学院,通信工程,2,500,169007,3,492,167775,2,492,168482,none,none,公办,168421
山东工商学院,通信工程,none,none,none,none,none,none,29,491,169331,none,none,公办,169331
无锡学院,轨道交通信号与控制,2,470,230324,2,502,145831,2,506,136763,none,none,公办,170973
潍坊学院,通信工程,20,499,170967,22,491,170629,37,490,173137,none,none,公办,171578
青岛农业大学,通信工程(校企合作，与青岛英谷教育科技公司合作),140,498,174409,140,491,170200,140,491,170718,省重点,none,公办,171776
北部湾大学,通信工程,1,498,173694,none,none,none,none,none,none,none,none,公办,173694
青海民族大学,通信工程,none,none,none,none,none,none,2,489,175952,none,none,公办,175952
昆明学院,通信工程,4,496,177047,none,none,none,none,none,none,none,none,公办,177047
怀化学院,通信工程,none,none,none,2,486,181974,none,none,none,none,none,公办,181974
南阳理工学院,通信工程,5,494,181444,5,486,182124,5,485,185151,none,none,公办,182906
电子科技大学成都学院,通信工程,2,493,183741,none,none,none,none,none,none,none,none,民办,183741
商丘师范学院,通信工程,2,492,186016,2,486,181334,2,484,186020,none,none,公办,184457
桂林航天工业学院,通信工程,3,492,185808,4,483,188415,3,484,186812,none,none,公办,187012
山西科技学院,通信工程,none,none,none,none,none,none,2,483,189238,none,none,公办,189238
枣庄学院,通信工程,35,492,186154,26,482,190286,19,481,195328,none,none,公办,190589
佳木斯大学,通信工程,none,none,none,25,482,190908,none,none,none,省重点,none,公办,190908
唐山学院,轨道交通信号与控制,3,491,188080,5,483,188903,5,479,199835,none,none,公办,192273
兰州工业学院,通信工程,2,489,191408,2,482,191555,3,479,198601,none,none,公办,193855
南阳师范学院,通信工程,8,488,194251,none,none,none,none,none,none,none,none,公办,194251
北华大学,通信工程(中外合作办学),10,485,200279,10,482,191084,10,481,193178,省重点,none,公办,194847
新余学院,通信工程,1,489,192344,1,481,192318,1,478,201431,none,none,公办,195364
百色学院,通信工程,none,none,none,none,none,none,2,480,195665,none,none,公办,195665
忻州师范学院,通信工程,4,488,193588,4,481,192941,5,476,205456,none,none,公办,197328
兰州工业学院,轨道交通信号与控制,2,489,192104,2,480,196163,3,475,208603,none,none,公办,198957
黄淮学院,通信工程,6,487,195442,none,none,none,10,477,204242,none,none,公办,199842
淮南师范学院,轨道交通信号与控制,none,none,none,3,479,198996,3,478,200749,none,none,公办,199873
石家庄铁道大学四方学院,轨道交通信号与控制,8,490,190121,8,478,201200,8,472,215582,none,none,民办,202301
山西工学院,通信工程,none,none,none,4,478,200131,6,476,206232,none,none,公办,203182
塔里木大学,通信工程,5,484,201956,5,477,202935,10,476,205981,省重点,none,公办,203624
黑河学院,通信工程,6,484,202075,6,476,204201,4,474,210394,none,none,公办,205557
珠海科技学院,通信工程,3,488,194924,3,477,201744,3,470,220634,none,none,民办,205767
赣南科技学院,通信工程,none,none,none,none,none,none,2,476,207128,none,none,公办,207128
山西工学院,轨道交通信号与控制,none,none,none,6,477,203386,3,474,211276,none,none,公办,207331
