专业代号及名称,院校代号及名称,投档计划数,投档最低位次
11国际经济与贸易,D682西安工商学院,2,217199
02国际经济与贸易,D257湖北文理学院理工学院,1,217266
03国际经济与贸易,D438江西师范大学科学技术学院,6,218438
15国际经济与贸易,C619广州南方学院,1,218925
02国际经济与贸易,D571无锡太湖学院,5,220201
31国际经济与贸易,D440南昌应用技术师范学院,1,221944
0B国际经济与贸易,E040郑州商学院,5,221949
12国际经济与贸易,D611蚌埠工商学院,4,222976
BP国际经济与贸易,D727新疆天山职业技术大学,8,223347
A1国际经济与贸易(中外合作办学),D892三亚学院,2,224191
06国际经济与贸易,D240武汉纺织大学外经贸学院,2,224566
0B国际经济与贸易,E002烟台科技学院,30,225075
21国际经济与贸易,D601长春工业大学人文信息学院,2,225666
03国际经济与贸易,E225河北东方学院,4,227168
25国际经济与贸易,A959安徽三联学院,10,230894
11国际经济与贸易,D359烟台理工学院,41,231911
1F国际经济与贸易,E000潍坊理工学院,50,231961
B2国际经济与贸易(中外合作办学),E654郑州西亚斯学院,13,232749
03国际经济与贸易,C712西安欧亚学院,4,232882
15国际经济与贸易,C713西安外事学院,8,234074
07国际经济与贸易,D830广西外国语学院,1,234205
05国际经济与贸易,C802吉利学院,2,236412
06国际经济与贸易,D894西安明德理工学院,2,237021
39国际经济与贸易,D421南昌工学院,2,237129
0A国际经济与贸易,D320青岛黄海学院,14,239518
01国际经济与贸易,A841辽宁对外经贸学院,11,241873
11国际经济与贸易,A868青岛滨海学院,28,241895
0U国际经济与贸易,D387山东外国语职业技术大学,26,243371
1S贸易经济,D998齐鲁理工学院,60,244498
B6国际经济与贸易,D418江西服装学院,4,244540
34国际经济与贸易,D600长春光华学院,8,247681
0J国际经济与贸易,D378青岛城市学院,152,248637
11国际经济与贸易,D874山东外事职业大学,80,249191
