专业代号及名称,院校代号及名称,投档计划数,投档最低位次
5X自动化,B660重庆理工大学,2,51577
49机械设计制造及其自动化,A304南通大学,3,51840
15自动化,A702西安工业大学,3,52022
C1机械设计制造及其自动化,A186长春理工大学,5,52113
0D自动化类,A404华东交通大学,10,52459
9N机械设计制造及其自动化(中外合作办学),A657贵州大学,7,53207
49自动化,A212黑龙江大学,2,53661
37自动化类,A595桂林电子科技大学,3,55161
07机械设计制造及其自动化,A404华东交通大学,5,55270
0G自动化,B417北京联合大学,2,55278
C2自动化,A142沈阳工业大学,5,55346
09机械设计制造及其自动化,A759石河子大学,4,55809
A1机械设计制造及其自动化,A142沈阳工业大学,6,56390
74自动化,A081华北理工大学,3,56423
Z2机械设计制造及其自动化,A705西安石油大学,2,56697
33自动化,A705西安石油大学,2,56758
06机械设计制造及其自动化,B629北华航天工业学院,2,56767
19机械设计制造及其自动化,A424山东科技大学,131,56854
86机械设计制造及其自动化,A188东北电力大学,6,56927
0M自动化,A426青岛科技大学,79,57651
39自动化,A370安徽师范大学,2,57808
D5自动化,A186长春理工大学,3,58609
20自动化,A144沈阳理工大学,1,59076
27自动化,B258大连大学,3,60761
07自动化,A110中北大学,5,61012
5L机械设计制造及其自动化,A341浙江农林大学,3,61475
63机械设计制造及其自动化(中外合作办学),A536长沙理工大学,3,62229
0X自动化,A361安徽理工大学,2,62264
49自动化,A732兰州交通大学,2,62339
0A自动化,A623西华大学,4,63589
0A农业机械化及其自动化,A759石河子大学,5,64564
9M机械设计制造及其自动化(实验班),A220东北石油大学,2,65456
18自动化类,A524中南民族大学,4,66658
18机械设计制造及其自动化,B258大连大学,2,66685
02自动化类,A460河南理工大学,2,66975
08机械设计制造及其自动化,A153沈阳建筑大学,1,67180
17机械设计制造及其自动化,A732兰州交通大学,3,68910
1H自动化,A429青岛理工大学,92,69748
19机械设计制造及其自动化,A146辽宁科技大学,2,70102
04自动化类,A555南华大学,4,70146
F5自动化,A360安徽工业大学,3,70556
86自动化类,B535湖南工业大学,2,70728
30自动化,B048金陵科技学院,1,71095
0F自动化,A153沈阳建筑大学,1,71262
C5自动化,A158大连海洋大学,2,72435
C1自动化,A082河北科技大学,6,73125
H1机械设计制造及其自动化(中外合作办学),A700西安理工大学,2,73244
F1自动化,A407江西理工大学,2,73365
31自动化,A566广东海洋大学,3,73668
07机械设计制造及其自动化(中外合作办学)(中美合作),A259上海应用技术大学,3,74286
3J自动化类,A427济南大学,183,74723
39自动化,A464河南科技大学,5,74724
10自动化,A731兰州理工大学,2,76013
0E机械设计制造及其自动化,A361安徽理工大学,6,76139
11机械设计制造及其自动化,A081华北理工大学,6,76847
24自动化(师范类),A066天津职业技术师范大学,5,79211
06机械设计制造及其自动化,A144沈阳理工大学,7,79252
E3机械设计制造及其自动化,A360安徽工业大学,8,80962
14自动化,A017北京石油化工学院,6,81046
10机械设计制造及其自动化,A066天津职业技术师范大学,1,83254
17自动化,A146辽宁科技大学,2,83986
06自动化,D021浙大城市学院,10,84144
1H自动化类(济南走读),Y016济南大学,20,84340
0R自动化,A076河北工程大学,2,84627
A1机械设计制造及其自动化(中外合作办学),A216燕山大学,10,84949
56自动化类,A513湖北师范大学,2,85895
0E机械设计制造及其自动化,A731兰州理工大学,2,86290
A2自动化(中外合作办学),A216燕山大学,10,88178
25机械设计制造及其自动化,B048金陵科技学院,1,89283
1A自动化,A431齐鲁工业大学,80,90234
16机械设计制造及其自动化,A147辽宁工程技术大学,2,90968
01机械设计制造及其自动化,B062厦门理工学院,3,91362
22自动化,A190长春工业大学,3,91455
13机械设计制造及其自动化(中外合作办学),A618重庆交通大学,6,92763
F2机械设计制造及其自动化(融创班),A220东北石油大学,2,92859
0C自动化,A109太原科技大学,2,92962
1L自动化,A878安徽建筑大学,2,93272
32机械设计制造及其自动化,A220东北石油大学,3,94791
18自动化,B066烟台大学,74,95215
31自动化,B632沈阳工程学院,2,95403
08农业机械化及其自动化,A537湖南农业大学,2,96028
61自动化,A220东北石油大学,3,96561
12自动化,A433山东理工大学,100,97433
24机械设计制造及其自动化,A463河南工业大学,8,97773
20自动化,B658海南师范大学,4,98704
1E机械设计制造及其自动化,A878安徽建筑大学,2,99727
2C机械设计制造及其自动化,A431齐鲁工业大学,85,99820
2W自动化(地方专项计划),A433山东理工大学,10,100102
0U自动化,A446曲阜师范大学,64,102067
18自动化,A154辽宁工业大学,2,103249
B1机械设计制造及其自动化,A216燕山大学,4,104121
05机械设计制造及其自动化,D593石家庄铁道大学四方学院,1,104259
2U机械设计制造及其自动化(地方专项计划),A431齐鲁工业大学,15,104865
B3自动化,A216燕山大学,4,105231
01机械设计制造及其自动化,A109太原科技大学,12,105410
0R机械设计制造及其自动化(卓越工程师班),A433山东理工大学,40,105417
2S自动化(高密校区),Y003青岛科技大学,60,105419
F3自动化(融创班),A220东北石油大学,3,105461
82自动化,Y000哈尔滨理工大学,22,105768
0X农业机械化及其自动化,A364安徽农业大学,2,105907
13机械设计制造及其自动化,A466河南农业大学,4,106094
06机械设计制造及其自动化,C026大连民族大学,2,106404
17自动化,B116成都工业学院,2,106429
76机械设计制造及其自动化,Y000哈尔滨理工大学,30,108536
02机械设计制造及其自动化,A154辽宁工业大学,2,109160
07自动化,C026大连民族大学,3,109725
2F机械设计制造及其自动化(中外合作办学),A107石家庄铁道大学,10,110206
46自动化类,A596桂林理工大学,3,113814
54自动化(卓越计划班),A148辽宁石油化工大学,3,114979
C7自动化,A149沈阳化工大学,2,115422
05机械设计制造及其自动化,A219黑龙江科技大学,3,115697
53自动化,A148辽宁石油化工大学,2,116515
H1机械设计制造及其自动化(中外合作办学),A720陕西理工大学,2,117334
0J自动化,A434山东农业大学,40,118697
1A机械设计制造及其自动化,B066烟台大学,195,119590
02自动化,A219黑龙江科技大学,2,121674
0N机械设计制造及其自动化,A677西南林业大学,2,123018
04自动化,A167渤海大学,5,123321
A9机械设计制造及其自动化,A149沈阳化工大学,4,123460
1N机械设计制造及其自动化,A433山东理工大学,96,123481
70机械设计制造及其自动化,A462郑州轻工业大学,8,124169
1S农业机械化及其自动化,A434山东农业大学,10,124360
0U机械设计制造及其自动化,A157沈阳农业大学,2,125243
18机械设计制造及其自动化(校企合作，与山东开泰集团有限公司合作),A427济南大学,40,125524
1T机械设计制造及其自动化,A543湖南理工学院,3,125578
29自动化,B551重庆科技学院,3,125802
L6自动化类,A528湖北工程学院,1,127292
D2机械设计制造及其自动化,A410江西农业大学,3,129565
D4农业机械化及其自动化,A410江西农业大学,2,129644
55机械设计制造及其自动化(中外合作办学)(中美合作办学),A500湖北工业大学,15,129863
23自动化,B080西安文理学院,2,129981
0L自动化(校企合作，与中德新松、新松机器人合作),A431齐鲁工业大学,40,130707
18自动化,D982无锡学院,2,131151
01机械设计制造及其自动化,B055常州工学院,5,132079
30自动化,A191吉林建筑大学,5,134481
0M自动化,B104华北科技学院,4,134874
38自动化,A232齐齐哈尔大学,2,135666
18自动化(中外合作办学),B726长春大学,2,135891
03机械设计制造及其自动化,B058宁波工程学院,6,137410
22自动化,B629北华航天工业学院,2,137887
H1机械设计制造及其自动化(中外合作办学),A708陕西科技大学,12,138329
30机械设计制造及其自动化,A148辽宁石油化工大学,6,138637
36农业机械化及其自动化(卓越人才实验班),A113山西农业大学,3,139305
2A机械设计制造及其自动化(中外合作办学),A320江苏师范大学,3,139813
21机械设计制造及其自动化,A408景德镇陶瓷大学,2,140539
14农业机械化及其自动化,A433山东理工大学,76,140961
01机械设计制造及其自动化,B059合肥学院,2,141026
05机械设计制造及其自动化,A128内蒙古工业大学,3,141192
1B农业机械化及其自动化,A676云南农业大学,1,142423
5X机械设计制造及其自动化(含职教师范),B318江西科技师范大学,2,143094
04机械设计制造及其自动化,B077长沙学院,2,143209
0A机械设计制造及其自动化,A205长春师范大学,4,143695
09农业机械化及其自动化(地方专项计划),A433山东理工大学,10,144154
1W自动化类,A452临沂大学,58,144468
60机械设计制造及其自动化(中外合作办学),A078华北水利水电大学,5,145557
01机械设计制造及其自动化,A447聊城大学,68,151054
9B机械设计制造及其自动化(中外合作办学),A081华北理工大学,7,151201
25机械设计制造及其自动化,A352丽水学院,3,151315
0G机械设计制造及其自动化,B104华北科技学院,4,151440
40机械设计制造及其自动化,A643重庆三峡学院,2,151516
0X自动化,B607北部湾大学,2,151631
D1机械设计制造及其自动化,A528湖北工程学院,1,152452
2R自动化(校企合作，与歌尔股份有限公司合作),A446曲阜师范大学,100,153616
1V机械设计制造及其自动化,Y004青岛理工大学,210,154070
0N自动化,B319南昌工程学院,2,155990
35机械设计制造及其自动化,A419井冈山大学,4,156157
0G机械设计制造及其自动化,B319南昌工程学院,2,156652
29自动化,B342湖南工程学院,2,158845
A1机械设计制造及其自动化,B528湖南工学院,3,162500
15机械设计制造及其自动化,B437长春工程学院,2,163306
1B自动化,B510山东交通学院,40,163654
60机械设计制造及其自动化,A129内蒙古农业大学,4,165010
37机械设计制造及其自动化,A084河北建筑工程学院,2,165039
15自动化(中外合作办学)(中德合作办学),A426青岛科技大学,65,167641
0J机械设计制造及其自动化,B510山东交通学院,68,167825
B3机械设计制造及其自动化,A223黑龙江八一农垦大学,7,167981
47自动化,A549湖南文理学院,2,167997
A3自动化,B528湖南工学院,2,168795
09机械设计制造及其自动化,B070洛阳理工学院,4,169110
32自动化(中外合作办学)(中法合作办学),A426青岛科技大学,70,169663
12自动化,A192吉林化工学院,1,170695
19自动化,B688山东工商学院,39,170988
17自动化,B070洛阳理工学院,4,172437
07机械设计制造及其自动化,B068郑州工程技术学院,3,172813
B7农业机械化及其自动化(创新人才培养班),A223黑龙江八一农垦大学,12,172997
1D机械设计制造及其自动化(校企合作，与青岛英谷教育科技公司合作),A447聊城大学,20,173632
0K机械设计制造及其自动化,E527山西工程技术学院,1,174280
26机械设计制造及其自动化,A399泉州师范学院,2,174563
22机械设计制造及其自动化,D291嘉兴南湖学院,2,174901
0S自动化(中外合作办学)(就读地点济南，只提供英语教学、其他语种慎报),A424山东科技大学,65,174909
13自动化,A483商丘师范学院,2,175398
88机械设计制造及其自动化,A136内蒙古民族大学,6,176552
04自动化,B437长春工程学院,4,176571
05自动化,B430辽宁科技学院,2,176617
9B机械设计制造及自动化,A850南京工业职业技术大学,2,176846
08自动化类,A085河北水利电力学院,5,177474
27机械设计制造及其自动化,B067潍坊学院,50,177820
2H自动化,B067潍坊学院,46,177891
23机械设计制造及其自动化,A548怀化学院,2,179602
05自动化,B653南阳理工学院,4,180110
1A机械设计制造及其自动化(中外合作办学)(招收中爱合作办学),A433山东理工大学,80,180243
63农业机械化及其自动化,A129内蒙古农业大学,3,181011
4D机械设计制造及其自动化(中外合作办学),A086河北农业大学,5,181033
1Y自动化(校企合作，与青软创新科技集团有限公司合作),A452临沂大学,200,184716
05机械设计制造及其自动化,D991江苏科技大学苏州理工学院,2,185020
18自动化,B825桂林航天工业学院,3,185104
01机械设计制造及其自动化,B653南阳理工学院,5,185920
05机械设计制造及其自动化,B488衢州学院,4,186172
91自动化(中外合作办学),B035沈阳大学,4,186200
30机械设计制造及其自动化,A547邵阳学院,3,187426
04农业机械化及其自动化,B067潍坊学院,24,187731
11自动化,A449滨州学院,52,187874
J2机械设计制造及其自动化,A417宜春学院,2,188303
34自动化,A547邵阳学院,3,188671
34自动化,B656广东石油化工学院,3,189211
12机械设计制造及其自动化,B825桂林航天工业学院,4,189659
13机械设计制造及其自动化,B261吉林工商学院,2,190063
1A机械设计制造及其自动化,B843九江学院,4,190174
0D机械设计制造及其自动化,B802黑龙江工程学院,2,190771
E6机械设计制造及其自动化(中外合作办学),A158大连海洋大学,15,191646
03机械设计制造及其自动化,E435营口理工学院,3,192640
03自动化类,E101太原工业学院,13,193349
42机械设计制造及其自动化(中外合作办学),A144沈阳理工大学,10,194384
0S机械设计制造及其自动化,A454济宁学院,30,195447
19机械设计制造及其自动化,A449滨州学院,63,195861
0Q机械设计制造及其自动化,B312龙岩学院,2,195908
24自动化,A478周口师范学院,2,195996
0E自动化,E527山西工程技术学院,1,196179
21机械设计制造及其自动化,A553湖南人文科技学院,4,196302
1H自动化,A455菏泽学院,30,196555
37自动化,A381淮南师范学院,2,196643
48自动化(中外合作办学),A485郑州航空工业管理学院,3,197218
0G自动化,E435营口理工学院,3,198157
03自动化,C689东南大学成贤学院,2,198236
01机械设计制造及自动化,F202河北石油职业技术大学,4,198305
2A机械设计制造及其自动化(中外合作办学),A431齐鲁工业大学,80,198447
21机械设计制造及其自动化,A478周口师范学院,2,198760
04机械设计制造及其自动化,D597山西科技学院,2,199424
08机械设计制造及其自动化,B033唐山学院,5,199551
30自动化,A481南阳师范学院,8,199687
0S机械设计制造及其自动化,A448德州学院,80,200116
0J机械设计制造及其自动化,A375黄山学院,6,200339
1D机械设计制造及其自动化,B508新余学院,2,200867
6X机械设计制造及其自动化(师范类),A204吉林工程技术师范学院,3,201386
0J自动化,B807兰州工业学院,3,201822
31机械设计制造及其自动化,A721宝鸡文理学院,4,201933
4B机械设计制造及其自动化(中外合作办学),A596桂林理工大学,6,201995
09机械设计制造及其自动化,B395榆林学院,2,202852
08自动化,D597山西科技学院,2,203313
0B自动化,D386山东石油化工学院,39,203569
06机械设计制造及其自动化,E440贵州理工学院,4,203814
35机械设计制造及其自动化,B311三明学院,5,204637
43自动化类,A721宝鸡文理学院,3,205630
24机械设计制造及其自动化,B354梧州学院,3,205694
36机械设计制造及其自动化,A121晋中学院,6,205915
11机械设计制造及其自动化,A737兰州城市学院,2,206092
0N自动化,A977六盘水师范学院,2,206317
35机械设计制造及其自动化,A757塔里木大学,10,206362
54机械设计制造及其自动化,D534山西工学院,3,206472
21机械设计制造及其自动化,A123运城学院,10,206601
M3机械设计制造及其自动化(中外合作办学),A201北华大学,18,206866
04机械设计制造及其自动化,D386山东石油化工学院,66,206954
39自动化,A757塔里木大学,8,207765
23自动化,D534山西工学院,5,207870
07机械设计制造及其自动化,B439吉林农业科技学院,3,207949
01自动化类,D292中国计量大学现代科技学院,1,207982
05自动化(校企合作1，与青岛英谷教育科技公司合作),B688山东工商学院,60,208816
6A机械设计制造及其自动化(中外合作办学),B342湖南工程学院,2,209022
17机械设计制造及其自动化,B445黑龙江工业学院,4,209997
42机械设计制造及其自动化(中外合作办学),B629北华航天工业学院,5,210174
0F机械设计制造及其自动化,A812吕梁学院,5,210192
39机械设计制造及其自动化,A976贵阳学院,4,210202
45机械设计制造及其自动化,A740河西学院,3,210246
07机械设计制造及自动化,F203河北科技工程职业技术大学,3,210340
16机械设计制造及其自动化(中外合作办学),A452临沂大学,65,210341
C3机械设计制造及其自动化,A206白城师范学院,2,210463
07机械设计制造及其自动化,C689东南大学成贤学院,3,210499
13自动化,A994新疆工程学院,2,210896
07自动化技术与应用,F204河北工业职业技术大学,4,211033
0K自动化,A236绥化学院,4,211199
05机械设计制造及自动化,F204河北工业职业技术大学,4,212786
8N机械设计制造及其自动化,A138赤峰学院,3,212893
1K自动化(校企合作2，与青岛英谷教育科技公司合作),B688山东工商学院,60,213104
0G机械设计制造及其自动化(校企合作，与青岛英谷教育科技公司合作),B067潍坊学院,60,214823
65机械设计制造及其自动化(中外合作办学),C799上海建桥学院,2,215455
10机械设计制造及其自动化,A994新疆工程学院,10,215535
0J自动化(校企合作，与青岛英谷教育科技公司合作),B067潍坊学院,60,215721
01机械设计制造及其自动化(校企合作，与潍柴控股公司合作共建产业学院),B067潍坊学院,50,216493
18自动化(校企合作，与潍柴控股公司合作共建产业学院),B067潍坊学院,50,216640
0C自动化,E625茅台学院,2,218101
19自动化,D469厦门大学嘉庚学院,4,218147
0L机械设计制造及其自动化,C599湘潭大学兴湘学院,1,218354
Z1机械设计制造及其自动化(中外合作办学),A549湖南文理学院,2,218499
17机械设计制造及其自动化,D987扬州大学广陵学院,2,218626
10机械设计制造及其自动化(中外合作办学),B070洛阳理工学院,4,218637
10机械设计制造及其自动化(中外合作办学)(中韩合作),A451鲁东大学,110,219767
08机械设计制造及其自动化,D538山西晋中理工学院,2,220141
0A自动化,D578河北工程大学科信学院,2,220510
1D机械设计制造及其自动化(校企合作，与青岛英谷教育公司合作),A454济宁学院,80,220582
21机械设计制造及其自动化,D986江苏大学京江学院,4,220736
A1机械设计制造及其自动化,D558新疆理工学院,21,222858
1G机械设计制造及其自动化(校企合作，与北京华晟经世信息技术公司合作),A904枣庄学院,100,223010
12机械设计制造及其自动化,D469厦门大学嘉庚学院,5,223075
03机械设计制造及其自动化,D578河北工程大学科信学院,2,224006
0E机械设计制造及其自动化,E001聊城大学东昌学院,16,224074
54机械设计制造及其自动化(中外合作办学),A547邵阳学院,3,224091
08机械设计制造及其自动化(中外合作办学),B439吉林农业科技学院,6,224349
1C机械设计制造及其自动化(中外合作办学),A920湖北理工学院,6,225084
0C机械设计制造及其自动化,D992常州大学怀德学院,3,226055
71机械设计制造及其自动化(中外合作办学),B437长春工程学院,18,226883
06机械设计制造及其自动化,D897天津理工大学中环信息学院,2,227503
2X机械设计制造及其自动化(中外合作办学),B607北部湾大学,3,227845
1D机械设计制造及其自动化(中外合作办学),B395榆林学院,3,228586
04机械设计制造及自动化,E226运城职业技术大学,1,228587
01自动化,D897天津理工大学中环信息学院,1,229190
0L机械设计制造及其自动化,D997青岛农业大学海都学院,37,230563
02机械设计制造及其自动化,E038天津仁爱学院,2,230907
01机械设计制造及其自动化,D283浙江农林大学暨阳学院,3,230927
03机械设计制造及其自动化,D248湖北汽车工业学院科技学院,1,231091
41自动化,E202沧州交通学院,3,231170
0H机械设计制造及其自动化(中外合作办学),A453泰山学院,80,231811
14机械设计制造及其自动化,D262文华学院,2,232333
03机械设计制造及其自动化,D507郑州工商学院,4,232442
19自动化,D679西安建筑科技大学华清学院,2,232670
0C机械设计制造及其自动化,E002烟台科技学院,30,232783
01机械设计制造及其自动化,C056南通理工学院,4,232849
0D机械设计制造及其自动化,C843潍坊科技学院,34,232866
05自动化,E038天津仁爱学院,2,233286
2G自动化,C332烟台南山学院,24,233382
10机械设计制造及其自动化,D677西安交通大学城市学院,8,233785
02机械设计制造及其自动化,D601长春工业大学人文信息学院,1,234815
01机械设计制造及其自动化,D238湖北工业大学工程技术学院,5,234863
10机械设计制造及其自动化,C332烟台南山学院,25,234890
07机械设计制造及其自动化,D514兰州博文科技学院,2,235832
05自动化,D605长春建筑学院,2,235939
06机械设计制造及其自动化,D614马鞍山学院,5,236473
07机械设计制造及其自动化,C709厦门华厦学院,2,237439
03机械设计制造及其自动化,B798武汉东湖学院,2,237454
07机械设计制造及其自动化,D245荆州学院,3,240254
07机械设计制造及其自动化,D500商丘工学院,20,240910
0R自动化,D359烟台理工学院,45,242179
12机械设计制造及其自动化,D431南昌交通学院,4,243029
22机械设计制造及其自动化,D324山东协和学院,28,244012
0U自动化,E000潍坊理工学院,40,244185
15自动化,E203皖江工学院,3,244599
0F机械设计制造及其自动化,D359烟台理工学院,55,245042
17机械设计制造及其自动化,D894西安明德理工学院,4,245124
23机械设计制造及其自动化,D600长春光华学院,3,246384
13机械设计制造及其自动化,C810安徽文达信息工程学院,2,247136
24机械设计制造及其自动化,D720广东理工学院,4,247468
15自动化,D604吉林建筑科技学院,2,248807
15机械设计制造及其自动化,B446黑龙江东方学院,10,249970
14自动化,D245荆州学院,2,250136
07机械设计制造及其自动化,D624泰山科技学院,21,250299
37机械设计制造及其自动化(激光3D打印方向),C938江西应用科技学院,3,250361
1V自动化,D324山东协和学院,33,251632
01机械设计制造及其自动化,D421南昌工学院,5,252014
0F机械设计制造及其自动化,D857山东华宇工学院,45,252415
04机械设计制造及自动化,C928泉州职业技术大学,10,252632
01自动化,D998齐鲁理工学院,52,254736
1H机械设计制造及其自动化,A868青岛滨海学院,29,255545
0W机械设计制造及其自动化,D995青岛工学院,52,255798
0P自动化,D995青岛工学院,24,256790
05机器人工程(校企合作，与沈阳新松机器人自动化股份有限公司合作),E000潍坊理工学院,90,257727
1H机械设计制造及其自动化,D006山东英才学院,11,258302
1M机械设计制造及其自动化,D998齐鲁理工学院,46,258411
17机械设计制造及其自动化,D602长春电子科技学院,9,260540
01机械设计制造及其自动化(校企合作，与青岛国合对外经济技术合作有限,D320青岛黄海学院,10,262142
04机械设计制造及其自动化(英才班),D307哈尔滨华德学院,10,263136
03自动化,D857山东华宇工学院,150,263166
0W机械设计制造及自动化,D356山东工程职业技术大学,36,266485
0T机械设计制造及其自动化(中外合作办学),D359烟台理工学院,55,266498
0A机械设计制造及其自动化,D378青岛城市学院,97,269312
1T机械设计制造及其自动化(校企合作，与山东栋梁科技设备有限公司合作),D324山东协和学院,38,271337
28自动化(校企合作，与山东栋梁科技设备有限公司合作),D324山东协和学院,40,271605
1T机械设计制造及其自动化,D320青岛黄海学院,83,273091
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
