专业代号及名称,院校代号及名称,投档计划数,投档最低位次
07材料成型及控制工程,A144沈阳理工大学,1,90765
42材料成型及控制工程,A595桂林电子科技大学,3,90959
16高分子材料与工程,A110中北大学,8,91005
07材料类,A538中南林业科技大学,4,91898
13材料类,A619西南科技大学,9,93213
65材料成型及控制工程,A732兰州交通大学,2,93362
G4功能材料,A186长春理工大学,3,94151
01宝石及材料工艺学,A069天津商业大学,4,94246
AD材料科学与工程,A534湖南科技大学,8,94282
14高分子材料与工程,A220东北石油大学,2,94602
24材料成型及控制工程,A709西安工程大学,3,94699
0F材料成型及控制工程,A731兰州理工大学,2,94744
29材料物理,A214哈尔滨理工大学,4,95065
B4材料类,A792天津城建大学,2,95211
05材料成型及控制工程,A081华北理工大学,5,95835
35材料化学,A537湖南农业大学,2,96126
10高分子材料与工程(招收塑料工程方向，地方专项计划),A426青岛科技大学,20,96503
15粉体材料科学与工程,A144沈阳理工大学,1,96513
0N材料科学与工程,A405东华理工大学,4,96637
1A材料科学与工程,A429青岛理工大学,75,96642
70复合材料与工程,A081华北理工大学,6,97270
15生物质能源与材料,A152大连工业大学,3,97876
64材料科学与工程,A732兰州交通大学,2,98384
10高分子材料与工程,A404华东交通大学,7,98411
19材料成型及控制工程,B258大连大学,5,98567
28新能源材料与器件,B535湖南工业大学,2,98840
2Q材料化学,A446曲阜师范大学,30,99851
1C新能源材料与器件,A446曲阜师范大学,9,100891
09新能源材料与器件,B062厦门理工学院,3,100991
34材料物理(地方专项计划),A426青岛科技大学,15,102047
0N高分子材料与工程,A361安徽理工大学,8,103585
69无机非金属材料工程,A081华北理工大学,10,103647
1J金属材料工程(地方专项计划),A424山东科技大学,15,103700
03材料化学,A146辽宁科技大学,4,103872
42复合材料与工程,A110中北大学,6,104240
0N材料类,A555南华大学,5,104581
0U复合材料与工程(地方专项计划),A426青岛科技大学,15,105368
23高分子材料与工程,A017北京石油化工学院,6,105670
23材料科学与工程,B057浙江科技学院,3,106126
B2材料成型及控制工程,A082河北科技大学,5,106822
15材料成型及控制工程,A431齐鲁工业大学,35,107026
13金属材料工程,A144沈阳理工大学,2,107662
0D材料科学与工程(地方专项计划),A429青岛理工大学,15,107752
A1材料成型及控制工程,A360安徽工业大学,3,107814
12功能材料(地方专项计划),A426青岛科技大学,15,109045
09材料科学与工程,A109太原科技大学,2,109222
43无机非金属材料工程,A110中北大学,6,109349
13材料成型及控制工程,A078华北水利水电大学,10,109358
08材料科学与工程,A736西北师范大学,2,110096
22材料成型及控制工程,A464河南科技大学,6,110478
04材料科学与工程(中外合作办学),F410广东以色列理工学院,6,111078
94材料类,B535湖南工业大学,6,111170
2Q材料类,A427济南大学,133,111425
39材料科学与工程(中外合作办学),A512湖北大学,12,111537
03高分子材料与工程,A012北京服装学院,7,111981
37材料成型及控制工程(智能制造方向),A460河南理工大学,2,111995
39新能源材料与器件(地方专项计划),A446曲阜师范大学,10,113211
0Q智能材料与结构,A361安徽理工大学,5,114258
2E材料化学,A431齐鲁工业大学,10,114830
35材料类,A460河南理工大学,5,115128
1E无机非金属材料工程,A431齐鲁工业大学,8,117060
0T功能材料,A731兰州理工大学,2,117691
12无机非金属材料工程,A878安徽建筑大学,2,118075
2P高分子材料与工程,A431齐鲁工业大学,9,118258
B1材料类,A360安徽工业大学,7,118447
0Q无机非金属材料工程,A731兰州理工大学,2,118947
0M无机非金属材料工程,A361安徽理工大学,8,119641
0P金属材料工程,A731兰州理工大学,2,119658
14高分子材料与工程(卓越计划班),A148辽宁石油化工大学,7,119898
0P复合材料与工程,A361安徽理工大学,8,121299
02材料科学与工程,A146辽宁科技大学,4,121624
2R材料成型及控制工程(地方专项计划),A431齐鲁工业大学,10,121781
02材料科学与工程,A463河南工业大学,4,121933
D5材料科学与工程,A407江西理工大学,3,121942
0M材料类(地方专项计划),A427济南大学,30,122548
63材料类,A463河南工业大学,4,124114
0E功能材料,A431齐鲁工业大学,25,125489
B3金属材料工程,A360安徽工业大学,2,126711
90材料成型及控制工程,A188东北电力大学,4,127432
1P高分子材料与工程,B066烟台大学,88,127910
BA材料类,A082河北科技大学,5,128196
R1材料成型及控制工程,A407江西理工大学,2,128319
0M材料科学与工程,B066烟台大学,35,128954
B7高分子材料与工程,A149沈阳化工大学,2,128982
28材料类,A464河南科技大学,11,129114
01材料成型及控制工程,A146辽宁科技大学,4,129144
51高分子材料与工程,A190长春工业大学,6,129294
B8高分子材料与工程(卓越工程师班),A149沈阳化工大学,2,130167
51无机非金属材料工程,A463河南工业大学,4,130746
1S金属材料工程,B066烟台大学,20,131314
06材料类,A081华北理工大学,18,131336
75宝石及材料工艺学,B048金陵科技学院,1,131349
36金属材料工程,A220东北石油大学,2,131569
0K材料类,A076河北工程大学,2,132282
5H材料类,A077河北地质大学,4,132456
11新能源材料与器件,A451鲁东大学,62,132678
10高分子材料与工程,A462郑州轻工业大学,4,133039
0B材料化学,A434山东农业大学,35,133677
0R功能材料(地方专项计划),A431齐鲁工业大学,10,135789
40金属材料工程,A147辽宁工程技术大学,2,136372
11材料科学与工程,A154辽宁工业大学,2,137823
07材料成型及控制工程,A109太原科技大学,8,138451
61材料化学,A190长春工业大学,3,138613
24材料科学与工程,B058宁波工程学院,2,139856
B4材料化学,A149沈阳化工大学,2,139975
06功能材料,A146辽宁科技大学,2,140646
41高分子材料与工程,A354嘉兴学院,4,140976
0B功能材料,A109太原科技大学,2,141335
03材料化学,A148辽宁石油化工大学,2,142094
12材料成型及控制工程,A154辽宁工业大学,2,142172
1P高分子材料与工程,A433山东理工大学,45,143399
B9复合材料与工程,A149沈阳化工大学,2,144470
05无机非金属材料工程,A146辽宁科技大学,9,144927
11材料成型及控制工程,A190长春工业大学,2,145019
0J材料类,A451鲁东大学,116,145075
38材料类(济南走读),Y016济南大学,40,145137
13材料成型及控制工程,B736西安航空学院,3,145183
32材料科学与工程,B726长春大学,2,145460
13材料物理,A190长春工业大学,4,146437
B6无机非金属材料工程,A149沈阳化工大学,4,148359
12金属材料工程,A190长春工业大学,6,148775
0E材料化学,A433山东理工大学,47,149132
08材料科学与工程,A430山东建筑大学,62,150012
J2材料化学,A410江西农业大学,2,150687
1R高分子材料与工程,A439山东第一医科大学,25,151369
0W宝石及材料工艺学,A431齐鲁工业大学,40,151549
2Q高分子材料与工程(高密校区),Y003青岛科技大学,110,151819
B5金属材料工程,A149沈阳化工大学,4,152421
0V高分子材料与工程,A677西南林业大学,3,152988
14材料成型及控制工程,A219黑龙江科技大学,3,153039
75材料成型及控制工程,Y000哈尔滨理工大学,29,153745
1V材料类,A596桂林理工大学,6,153969
2M材料成型及控制工程,A430山东建筑大学,53,154183
02材料成型及控制工程,A148辽宁石油化工大学,3,154355
1S高分子材料与工程(地方专项计划),A439山东第一医科大学,10,155321
12金属材料工程,B629北华航天工业学院,1,156415
1X材料化学,A435青岛农业大学,70,156488
33功能材料,B463江苏理工学院,2,156649
1L材料科学与工程,A433山东理工大学,130,157389
14无机非金属材料工程,A128内蒙古工业大学,2,157789
02材料化学,A408景德镇陶瓷大学,1,157925
1J新能源材料与器件,A452临沂大学,46,158225
2J材料成型及控制工程,A433山东理工大学,141,159271
0U材料科学与工程,A677西南林业大学,2,160087
34金属材料工程,A148辽宁石油化工大学,1,160155
32功能材料,A435青岛农业大学,68,160570
1K材料科学与工程,A452临沂大学,90,161458
K2功能材料,A061天津农学院,2,161640
31材料类,A232齐齐哈尔大学,3,162608
1W材料科学与工程(地方专项计划),A430山东建筑大学,20,163223
49材料化学,A347湖州师范学院,3,163546
0U无机非金属材料工程,A430山东建筑大学,84,164193
21材料类,B551重庆科技学院,5,164307
15高分子材料与工程,A191吉林建筑大学,6,165221
0D新能源材料与器件,A447聊城大学,60,165318
09材料成型及控制工程,A128内蒙古工业大学,3,165363
1S材料科学与工程(济南走读),Y015山东建筑大学,20,165541
07材料成型及控制工程,B629北华航天工业学院,1,166575
0N高分子材料与工程,A447聊城大学,52,167081
13复合材料与工程,B629北华航天工业学院,1,168741
LE无机非金属材料工程,A742西北民族大学,3,169020
3M材料科学与工程,A447聊城大学,49,169875
01材料类,B407北方民族大学,5,169962
07高分子材料与工程(菏泽校区),Y005齐鲁工业大学,132,170104
03金属材料工程,C105天津中德应用技术大学,4,170957
1S新能源材料与器件(地方专项计划),A447聊城大学,10,170967
33功能材料,B077长沙学院,2,171039
1C材料类,A647长江师范学院,3,171245
22材料成型及控制工程,A408景德镇陶瓷大学,1,171404
3U金属材料工程,A447聊城大学,38,171797
12材料成型及控制工程,A066天津职业技术师范大学,1,172330
16材料化学,A191吉林建筑大学,3,172517
30金属材料工程,B318江西科技师范大学,3,172704
5N材料类,A642重庆文理学院,4,172991
0T新能源材料与器件,A879安徽科技学院,4,173367
3Y高分子材料与工程(地方专项计划),A447聊城大学,10,173529
0C材料科学与工程(地方专项计划),A447聊城大学,10,174001
2T材料成型及控制工程(校企合作，与莱芜钢铁集团有限公司合作),A430山东建筑大学,35,174246
2F材料化学,A733甘肃农业大学,5,174438
0U无机非金属材料工程(校企合作，与中材高新材料股份有限公司合作),A431齐鲁工业大学,80,174518
47高分子材料与工程,A546衡阳师范学院,1,174624
17材料类,A465中原工学院,5,174810
27材料成型及控制工程,A127内蒙古科技大学,5,174902
79材料化学,A418赣南师范大学,3,174980
10材料物理,A128内蒙古工业大学,2,175243
03无机非金属材料工程,A408景德镇陶瓷大学,3,175393
B1无机非金属材料工程,B528湖南工学院,2,175520
04粉体材料科学与工程,A408景德镇陶瓷大学,1,176611
0L材料科学与工程,B510山东交通学院,55,177112
05新能源材料与器件,A408景德镇陶瓷大学,2,177990
0S材料科学与工程,A879安徽科技学院,3,178864
14无机非金属材料工程,A191吉林建筑大学,11,179288
01材料物理,A408景德镇陶瓷大学,2,179993
0D材料科学与工程,B104华北科技学院,11,180374
03材料成型及控制工程,A388福建工程学院,6,180498
02材料科学与工程,E527山西工程技术学院,1,180675
36高分子材料与工程,A192吉林化工学院,3,181075
1Z金属材料工程(地方专项计划),A447聊城大学,20,181233
28材料科学与工程,A350台州学院,4,181625
20材料类,A485郑州航空工业管理学院,2,181736
25高分子材料与工程(中外合作办学)(中韩合作办学),A426青岛科技大学,70,183575
0U材料成型及控制工程,A222佳木斯大学,10,183828
31非织造材料与工程,A465中原工学院,4,184420
73高分子材料与工程,B068郑州工程技术学院,3,184502
18材料化学,B342湖南工程学院,2,184806
18材料成型及控制工程,B510山东交通学院,35,184950
37材料物理,A192吉林化工学院,1,185005
38材料化学,A192吉林化工学院,3,185417
74高分子材料与工程,B049淮阴工学院,4,185889
39材料科学与工程,A192吉林化工学院,3,186140
0A高分子材料与工程,A453泰山学院,31,186380
21宝石及材料工艺学,A240哈尔滨商业大学,7,186539
L2材料类,A127内蒙古科技大学,29,187189
04材料成型及控制工程,A192吉林化工学院,1,187863
02无机非金属材料工程,B070洛阳理工学院,8,188149
J3材料物理,A417宜春学院,1,188684
30材料化学,A100廊坊师范学院,4,188976
2C高分子材料与工程,A449滨州学院,35,190967
35新能源材料与器件,B653南阳理工学院,4,191083
24材料化学,A548怀化学院,2,192447
17材料科学与工程,A483商丘师范学院,3,192772
0H材料类,B802黑龙江工程学院,3,193083
0K材料化学,A398宁德师范学院,5,193212
29高分子材料与工程,A101衡水学院,2,193515
44金属材料工程,B049淮阴工学院,2,193611
0J材料化学,B802黑龙江工程学院,2,194622
0Z材料科学与工程,A454济宁学院,30,194698
18材料化学,A478周口师范学院,4,195888
18材料科学与工程,B445黑龙江工业学院,2,196033
0T材料科学与工程,A904枣庄学院,25,196542
0W高分子材料与工程,A454济宁学院,70,196842
38材料化学,A721宝鸡文理学院,4,197007
02无机非金属材料工程,A578韩山师范学院,1,197188
1A新能源材料与器件,B508新余学院,2,197581
32高分子材料与工程,B765河南城建学院,4,200207
08材料科学与工程,E435营口理工学院,2,200646
1C材料科学与工程,B508新余学院,2,200779
0R无机非金属材料工程,A879安徽科技学院,4,200821
J4纳米材料与技术,A480许昌学院,8,201606
14材料成型及控制工程,B825桂林航天工业学院,2,202218
0W材料成型及控制工程(中外合作办学)(中韩合作办学),A426青岛科技大学,60,202398
25材料科学与工程,A919平顶山学院,5,203360
1E材料成型及控制工程,B508新余学院,1,203384
4U材料科学与工程,A123运城学院,10,203540
09材料类,E440贵州理工学院,4,204029
0H材料化学,A812吕梁学院,5,204083
V1材料化学,A764伊犁师范大学,6,206235
08宝石及材料工艺学,E043四川文化艺术学院,1,206781
09无机非金属材料工程,E435营口理工学院,2,207056
0T非织造材料与工程,B517河南工程学院,7,207597
4D材料科学与工程(中外合作办学),B726长春大学,4,207759
32新能源材料与器件,D534山西工学院,3,208313
28材料化学,B306池州学院,3,208476
01材料成型及控制工程,E527山西工程技术学院,1,208523
44金属材料工程(中外合作办学),A144沈阳理工大学,2,209263
02材料科学与工程(中外合作办学),B066烟台大学,100,210447
31无机非金属材料工程,D534山西工学院,3,210632
44金属材料工程,A110中北大学,6,211061
01材料成型及控制工程,D386山东石油化工学院,35,211250
52材料成型及控制工程,D534山西工学院,2,211583
06材料成型及控制工程,B807兰州工业学院,2,212654
57材料成型及控制工程,B329河南工学院,10,212771
05材料成型及控制工程,D597山西科技学院,1,213301
29高分子材料与工程,B306池州学院,3,213716
1J材料成型及控制工程,A609百色学院,2,213736
09材料类,E101太原工业学院,12,213890
06材料科学与工程,D898北京科技大学天津学院,2,214187
23材料科学与工程,A757塔里木大学,8,215787
41粉体材料科学与工程,D534山西工学院,2,216855
0J高分子材料与工程,D992常州大学怀德学院,3,219688
41材料科学与工程,D744黑河学院,4,220347
04材料成型及控制工程,A994新疆工程学院,5,220975
B4金属材料工程(中外合作办学),A082河北科技大学,10,221174
2K复合材料与工程,C332烟台南山学院,23,221403
SX材料科学与工程,A994新疆工程学院,7,221682
BQ储能材料工程技术,F208兰州资源环境职业技术大学,5,223316
BQ材料物理,A997昌吉学院,20,223478
49材料成型及控制工程(中外合作办学),A485郑州航空工业管理学院,3,224056
04材料成型及控制工程,D578河北工程大学科信学院,2,224960
06无机非金属材料工程,D593石家庄铁道大学四方学院,3,225260
60材料成型及控制工程(中外合作办学),A642重庆文理学院,3,225731
0S金属材料工程,A143沈阳航空航天大学,5,226806
28复合材料与工程(中外合作办学)(中德合作办学、就读地点中德生态园区),A426青岛科技大学,220,227436
13材料成型及控制工程,D986江苏大学京江学院,4,227929
02材料科学与工程,D115厦门工学院,3,228230
15功能材料,C689东南大学成贤学院,3,229169
05金属材料工程,D433南昌航空大学科技学院,4,230101
03材料成型及控制工程,D433南昌航空大学科技学院,4,231727
1F材料成型及控制工程(新材料智能制造),C544宁夏理工学院,2,236301
13材料成型及控制工程,C332烟台南山学院,20,236658
13高分子材料与工程,C843潍坊科技学院,30,237545
1Z高分子材料与工程,C332烟台南山学院,22,238189
1Q材料成型及控制工程,C843潍坊科技学院,35,239134
1B材料成型及控制工程(校企合作，与山东南山铝业股份有限公司合作),C332烟台南山学院,25,241208
0Z金属材料工程(校企合作，与山东南山铝业股份有限公司合作),C332烟台南山学院,25,241679
1C金属材料工程,C332烟台南山学院,25,242567
G1金属材料工程,A216燕山大学,4,256382
04材料成型及控制工程,D421南昌工学院,2,258274
27宝石及材料工艺学,C938江西应用科技学院,2,261982
0K材料成型及控制工程,D857山东华宇工学院,45,269812
06金属材料工程,A868青岛滨海学院,71,271807
