专业代号及名称,院校代号及名称,投档计划数,投档最低位次
1N微电子科学与工程(校企合作，与青软创新科技集团有限公司合作),A452临沂大学,180,188638
22电子信息工程,A976贵阳学院,2,188662
03电子信息科学与技术,A124忻州师范学院,4,189062
1S电子信息工程,B508新余学院,2,189063
H3机械电子工程(中外合作办学),A333常熟理工学院,2,189576
13机械电子工程,B825桂林航天工业学院,3,190176
18电子信息类,A453泰山学院,97,190801
H3电子信息工程,A480许昌学院,5,191338
15电子信息工程,B261吉林工商学院,4,191514
B2机械电子工程,B527湖南城市学院,2,191766
31电子商务,B538湖南女子学院,2,192287
35电子信息工程,A547邵阳学院,3,192792
42电子商务,B330安阳工学院,2,192866
01电子信息工程,D597山西科技学院,2,193222
40电子信息类,A721宝鸡文理学院,4,193331
45电子商务,D469厦门大学嘉庚学院,2,193453
0R电子信息类,E223贵州师范学院,2,193457
18电子信息科学与技术,G127内蒙古科技大学包头师范学院,2,193484
25电子信息工程,A478周口师范学院,2,193646
10电子信息工程,D985苏州科技大学天平学院,2,193878
30电子信息工程,A101衡水学院,3,193901
1G电子商务(校企合作，与青岛英谷教育科技公司合作),B688山东工商学院,80,194004
29机械电子工程(中外合作办学)(就读地点济南，只提供英语教学、其他语,A424山东科技大学,70,194390
1Y电子信息工程,A448德州学院,82,194668
02电子信息类,E101太原工业学院,13,194841
25电子商务,B311三明学院,2,194982
0A电子商务,C599湘潭大学兴湘学院,1,195161
21电子商务,B731贵州商学院,4,195164
23电子信息科学与技术,A122长治学院,1,196270
08电子商务(校企合作，与山东网商科技集团有限公司合作),B510山东交通学院,60,196445
42电子信息工程,B354梧州学院,2,196507
31电子商务,A379宿州学院,5,197066
G2电子信息工程(中外合作办学),A333常熟理工学院,2,197726
1F电子信息工程,A454济宁学院,80,198216
0G电子信息工程,B807兰州工业学院,3,198453
29电子商务,A918黄淮学院,20,198680
30电子信息科学与技术,A099唐山师范学院,6,198785
21电子商务,D434赣南科技学院,2,198812
1P机械电子工程,A455菏泽学院,26,199485
69电子信息类,A481南阳师范学院,12,199734
47电子信息工程,A553湖南人文科技学院,4,199801
1A电子商务,B071新乡学院,5,199944
07机械电子工程,B807兰州工业学院,3,200849
23电子商务,C689东南大学成贤学院,2,201137
33电子商务,A553湖南人文科技学院,4,201167
28机械电子工程,A101衡水学院,3,201400
1A电子商务及法律(校企合作，与山东网商科技集团有限公司合作),A454济宁学院,50,201850
2P电子商务,A609百色学院,2,202125
0Y电子商务,B807兰州工业学院,3,202155
7E跨境电子商务,A609百色学院,2,202447
B5电子信息工程,A206白城师范学院,2,202577
54电子信息科学与技术,A233牡丹江师范学院,3,202579
0K电子信息工程,A812吕梁学院,3,202840
71跨境电子商务,D744黑河学院,4,202855
0J电子信息工程,A667安顺学院,1,202885
0M电子信息类,B071新乡学院,6,203494
65电子信息工程,D534山西工学院,4,203648
3D电子信息工程,B562兰州文理学院,5,203903
0K电子商务,F209兰州石化职业技术大学,2,204265
20跨境电子商务(校企合作，与鼎利卓远山东教育科技有限公司合作),C331山东女子学院,30,205084
8S机械电子工程,A478周口师范学院,2,205223
0H机械电子工程,E527山西工程技术学院,2,205415
1F机械电子工程,E439山东农业工程学院,70,205885
26机械电子工程,D534山西工学院,2,205947
BV跨境电子商务,F208兰州资源环境职业技术大学,5,206470
53电子商务,D986江苏大学京江学院,2,206561
12电子信息科学与技术,B439吉林农业科技学院,3,206590
0V电子科学与技术(校企合作，与青软创新科技集团合作),B688山东工商学院,80,206851
05机械电子工程,M189山西能源学院,3,206877
KA跨境电子商务,A764伊犁师范大学,10,207117
05电子信息工程技术,F202河北石油职业技术大学,4,207819
0J电子信息工程,A236绥化学院,4,207881
0C电子商务,D999山东财经大学东方学院,10,208279
19电子信息工程,B546广西科技师范学院,2,208533
14机械电子工程,B261吉林工商学院,3,208619
K0电子商务,D561新疆科技学院,9,208809
W2机械电子工程(中外合作办学),B053徐州工程学院,2,208825
34电子信息科学与技术,D744黑河学院,3,209021
X1电子信息工程,A764伊犁师范大学,5,209030
2U电子信息科学与技术,A763喀什大学,12,209154
3D跨境电子商务,D218大连财经学院,2,209491
01电子商务,D497郑州财经学院,3,209666
0Y船舶电子电气工程(校企合作，与山东东弘国际船员有限公司合作),B510山东交通学院,40,210117
0G机械电子工程,A812吕梁学院,5,210539
08电子信息工程技术,F204河北工业职业技术大学,4,210667
0A电子商务,E625茅台学院,2,211144
14电子商务,D990南京财经大学红山学院,4,211468
C4机械电子工程,A206白城师范学院,2,211481
09机械电子工程技术,F203河北科技工程职业技术大学,3,211508
Y1电子信息科学与技术,A764伊犁师范大学,5,211910
22机械电子工程,A123运城学院,20,212660
44机械电子工程,A918黄淮学院,15,212691
26电子商务,D436江西农业大学南昌商学院,1,213226
62电子科学与技术(非师范),A753宁夏师范学院,3,213294
0M电子信息工程(校企合作，与青岛英谷教育科技公司合作),E277山东青年政治学院,80,213419
0L电子科学与技术(校企合作，与青岛英谷教育科技公司合作),B067潍坊学院,80,213430
46电子科学与技术(印制电路技术与工艺方向),A123运城学院,10,213735
D1电子商务,D903成都锦城学院,2,214809
25电子信息工程(校企合作，与歌尔股份公司合作共建产业学院),B067潍坊学院,40,215181
1B电子信息科学与技术(校企合作，与青软创新科技集团有限公司合作),A453泰山学院,50,215364
0M电子科学与技术(校企合作，与歌尔股份公司合作共建产业学院),B067潍坊学院,40,215996
08电子信息工程,D578河北工程大学科信学院,2,216537
07电子商务,D441江西财经大学现代经济管理学院,3,217012
0F电子信息工程,D471集美大学诚毅学院,2,217613
2F电子信息工程(中外合作办学),A920湖北理工学院,6,217687
2Z电子信息工程(校企合作，与山东华兴教育科技有限公司合作),A449滨州学院,100,218052
15电子商务类,E333郑州升达经贸管理学院,4,218860
09机械电子工程,A994新疆工程学院,9,218959
26跨境电子商务,D290浙江工商大学杭州商学院,6,219052
64跨境电子商务,B418北京城市学院,2,219852
07机械电子工程,D897天津理工大学中环信息学院,1,220484
0U电子商务,D924湖南交通工程学院,3,220608
1Y电子信息工程(校企合作，与中软创新研究院合作),A904枣庄学院,40,221056
0A电子信息工程,D897天津理工大学中环信息学院,1,221270
26跨境电子商务,D673四川外国语大学成都学院,3,221616
14电子商务,D594河北地质大学华信学院,2,221737
16电子商务,C056南通理工学院,4,221880
30电子商务,D245荆州学院,2,222058
22电子商务,C709厦门华厦学院,2,222288
H2机械电子工程,A606玉林师范学院,5,222343
2Y电子信息工程(中外合作办学),B607北部湾大学,18,222637
08电子信息工程(汽车电子),D248湖北汽车工业学院科技学院,1,222710
E0电子信息类,D903成都锦城学院,3,222868
36电子商务,D605长春建筑学院,2,222872
5B电子信息工程,D906南京师范大学中北学院,3,223227
1K电子信息科学与技术(校企合作，与达内时代科技集团公司合作),A455菏泽学院,150,223394
07跨境电子商务,D571无锡太湖学院,5,223676
BS电子商务,D727新疆天山职业技术大学,10,224289
09电子信息科学与技术,D897天津理工大学中环信息学院,1,224922
B1机械电子工程,D558新疆理工学院,10,224935
05电子竞技运动与管理(校企合作，与邦尼集团有限公司合作),A457山东体育学院,80,225168
73机械电子工程(中外合作办学),B330安阳工学院,2,225291
20机械电子工程,D986江苏大学京江学院,5,225640
07跨境电子商务,D240武汉纺织大学外经贸学院,2,225765
04电子信息类,A859天津天狮学院,1,225894
0C电子信息工程,B800汉口学院,1,226754
26电子信息工程,B122三江学院,5,227420
0F电子科学与技术,D579中国矿业大学徐海学院,6,227458
07电子商务,C636成都东软学院,5,227626
22电子商务,D511兰州工商学院,2,227673
13机械电子工程,C309武昌首义学院,2,228018
20电子商务,D601长春工业大学人文信息学院,2,229111
1G电子信息科学与技术,C843潍坊科技学院,29,229145
13电子商务,C713西安外事学院,4,229212
66电子信息工程(中外合作办学),A192吉林化工学院,15,229294
0R电子信息工程(校企合作，与青岛青软实训教育有限公司合作),E001聊城大学东昌学院,35,229339
12电子商务,C796河北工程技术学院,6,229382
09电子信息工程,D439赣南师范大学科技学院,5,230513
14电子信息工程,D601长春工业大学人文信息学院,1,230792
13电子信息工程,D631大连东软信息学院,5,230898
0T电子信息工程(校企合作，与山东中兴云聚教育科技有限公司合作),D997青岛农业大学海都学院,25,231384
0Z跨境电子商务,D830广西外国语学院,1,231413
2B电子信息工程,D198大连理工大学城市学院,2,232295
37电子商务,D714广州工商学院,4,232364
0C电子信息工程(集成电路智能制造),C544宁夏理工学院,4,232917
11电子信息工程,D115厦门工学院,2,232931
2D电子信息工程,C332烟台南山学院,26,233462
13跨境电子商务,D359烟台理工学院,44,234151
17电子商务,C619广州南方学院,1,234430
05电子信息类,B798武汉东湖学院,2,234705
01机械电子工程,C843潍坊科技学院,62,234905
1M电子商务,D320青岛黄海学院,16,235166
02电子信息工程,D605长春建筑学院,2,235683
08电子商务,D324山东协和学院,42,235718
14跨境电子商务,E000潍坊理工学院,50,236426
U3电子信息工程技术,E030西安信息职业大学,1,237698
11电子信息科学与技术,E225河北东方学院,2,237775
16电子商务及法律,D957辽宁传媒学院,5,238153
14电子商务,A868青岛滨海学院,38,239742
1A电子商务,D995青岛工学院,19,239789
12电子信息工程,D245荆州学院,2,239938
06电子信息类,D816四川工业科技学院,5,240809
1E电子信息工程,E000潍坊理工学院,45,240827
23电子商务,D773福州理工学院,5,241751
11电子商务,D468阳光学院,5,241954
14电子商务,D624泰山科技学院,31,242088
41机械电子工程(机电创新实验班),D242武汉工商学院,2,242690
31微电子科学与工程,D242武汉工商学院,4,243160
06电子商务,D600长春光华学院,6,243222
25电子商务(中外合作办学),D468阳光学院,8,243990
0X电子商务,D356山东工程职业技术大学,35,244176
14电子商务,C729齐齐哈尔工程学院,12,244200
09电子商务,D006山东英才学院,15,244749
0N电子信息科学与技术,D359烟台理工学院,42,244962
15电子信息工程,D891保定理工学院,2,245037
C1电子商务,D418江西服装学院,3,245156
0C电子商务,D387山东外国语职业技术大学,34,246060
24跨境电子商务,D998齐鲁理工学院,49,246324
06电子商务,D720广东理工学院,4,246500
0P跨境电子商务,D378青岛城市学院,23,246578
28电子信息工程,C796河北工程技术学院,10,248075
A3电子商务,D599大连艺术学院,5,248312
0R电子商务,D874山东外事职业大学,90,248714
34电子商务,C216安徽新华学院,15,248858
4C电子商务,C308海口经济学院,4,249278
10电子信息工程,D421南昌工学院,3,249550
0L机械电子工程,D359烟台理工学院,45,249628
24电子信息工程,D328丽江文化旅游学院,2,249721
0R电子信息工程,D324山东协和学院,35,249780
2A电子信息工程,D641桂林学院,4,250259
0N跨境电子商务,D387山东外国语职业技术大学,40,250536
12电子商务,D894西安明德理工学院,3,250607
25机械电子工程,D720广东理工学院,4,250752
10电子信息工程技术,D738西安汽车职业大学,2,250826
0Q机械电子工程,D324山东协和学院,36,250967
A6跨境电子商务,D599大连艺术学院,15,251104
05跨境电子商务,D304黑龙江工程学院昆仑旅游学院,34,251894
0D电子信息工程,D995青岛工学院,13,252095
04电子信息工程,D468阳光学院,4,252509
16机械电子工程,B446黑龙江东方学院,5,252582
03微电子科学与工程,D766泉州信息工程学院,3,252587
9M电子商务(创业与商业管理),C308海口经济学院,8,253495
1B电子科学与技术,A868青岛滨海学院,34,255209
0C电子信息工程,D857山东华宇工学院,45,256840
18机械电子工程,D602长春电子科技学院,6,257235
02机械电子工程,D421南昌工学院,2,260163
0F电子信息工程,D307哈尔滨华德学院,10,261259
03电子信息工程(校企合作，与黄冈教育谷控股有限公司合作),D324山东协和学院,40,261710
1J电子信息工程,D998齐鲁理工学院,46,262227
0X电子信息工程,D322山东现代学院,40,262531
21机械电子工程,D600长春光华学院,8,263418
13电子信息工程,D320青岛黄海学院,29,263601
08机械电子工程,D857山东华宇工学院,45,264989
17电子信息工程(校企合作，与中兴通讯股份有限公司合作),D006山东英才学院,15,265675
0H电子信息工程,D624泰山科技学院,35,265810
1A电子信息工程技术,D356山东工程职业技术大学,50,269324
